Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,dlPredict,dlResidual,drfPredict,drfResidual,gbmPredict,gbmResidual,glmPredict,glmResidual
589,7,1437289200000,0,0,0,0,0,0,a,c,360,,,1,18,2013,"Feb,May,Aug,Nov",-5.117953719399338,5.117953719399338,0,0,53.11101823259014,-53.11101823259014,3309.521702311322,-3309.521702311322
590,7,1437289200000,0,0,0,0,0,0,d,c,4520,9,2010,1,31,2013,"Jan,Apr,Jul,Oct",-128.48312736038315,128.48312736038315,0,0,124.59935062337536,-124.59935062337536,3396.2825753888173,-3396.2825753888173
598,7,1437289200000,0,0,0,0,0,0,c,a,550,12,2013,1,40,2014,"Jan,Apr,Jul,Oct",-315.60563430009825,315.60563430009825,0,0,83.21513479161877,-83.21513479161877,3240.3401092040876,-3240.3401092040876
602,7,1437289200000,0,0,0,0,0,0,a,a,2710,7,2001,1,22,2012,"Mar,Jun,Sept,Dec",-132.41018178641116,132.41018178641116,0,0,61.08596437383312,-61.08596437383312,3200.987618615298,-3200.987618615298
603,7,1437289200000,0,0,0,0,0,0,a,a,340,4,2007,1,13,2010,"Jan,Apr,Jul,Oct",-37.116180102382714,37.116180102382714,0,0,34.66029982972759,-34.66029982972759,3223.3234444722184,-3223.3234444722184
604,7,1437289200000,0,0,0,0,0,0,d,a,10950,3,2014,0,,,,101.8923303929314,-101.8923303929314,0,0,160.2909692447247,-160.2909692447247,3414.8259541792504,-3414.8259541792504
606,7,1437289200000,0,0,0,0,0,0,a,a,2260,11,2007,0,,,,-98.89050444470286,98.89050444470286,0,0,44.74083393026012,-44.74083393026012,3307.7346706537937,-3307.7346706537937
608,7,1437289200000,0,0,0,0,0,0,a,c,18370,2,2013,1,14,2011,"Jan,Apr,Jul,Oct",223.34702008445765,-223.34702008445765,0,0,110.75724970508236,-110.75724970508236,3406.568392203684,-3406.568392203684
609,7,1437289200000,0,0,0,0,0,0,a,a,2070,9,2007,0,,,,-119.19004736923853,119.19004736923853,0,0,44.74083393026012,-44.74083393026012,3315.836058019602,-3315.836058019602
612,7,1437289200000,0,0,0,0,0,0,d,c,2490,11,2012,1,31,2009,"Jan,Apr,Jul,Oct",315.59528487165335,-315.59528487165335,0,0,185.53263085294384,-185.53263085294384,3416.424496465217,-3416.424496465217
613,7,1437289200000,0,0,0,0,0,0,c,a,250,6,2007,1,14,2011,"Jan,Apr,Jul,Oct",-352.8195264865344,352.8195264865344,0,0,-16.493694849723397,16.493694849723397,3227.907648443914,-3227.907648443914
623,7,1437289200000,0,0,0,0,0,0,a,a,4080,3,2011,1,13,2010,"Jan,Apr,Jul,Oct",49.14732144344816,-49.14732144344816,0,0,95.2783679287495,-95.2783679287495,3241.340313232038,-3241.340313232038
625,7,1437289200000,0,0,0,0,0,0,a,a,1170,4,2011,1,22,2012,"Feb,May,Aug,Nov",-62.05178560045806,62.05178560045806,0,0,89.56357758451122,-89.56357758451122,3221.418058846728,-3221.418058846728
627,7,1437289200000,0,0,0,0,0,0,c,c,3970,3,2010,0,,,,-142.55641688001106,142.55641688001106,0,0,34.72796254563946,-34.72796254563946,3492.6061342093453,-3492.6061342093453
628,7,1437289200000,0,0,0,0,0,0,a,c,2180,,,0,,,,-23.357193849611576,23.357193849611576,0,0,69.96405666280407,-69.96405666280407,3448.0007069047715,-3448.0007069047715
635,7,1437289200000,0,0,0,0,0,0,a,a,27530,4,2014,0,,,,-24.022650158955912,24.022650158955912,0,0,28.63333248305935,-28.63333248305935,3417.3755227508373,-3417.3755227508373
641,7,1437289200000,0,0,0,0,0,0,a,c,610,12,2003,1,36,2013,"Mar,Jun,Sept,Dec",-47.570600592815936,47.570600592815936,0,0,65.89357591379303,-65.89357591379303,3320.3171876510896,-3320.3171876510896
644,7,1437289200000,0,0,0,0,0,0,c,a,4030,12,2004,1,14,2011,"Jan,Apr,Jul,Oct",-70.31474129313119,70.31474129313119,0,0,-45.16478056501728,45.16478056501728,3210.4075799636776,-3210.4075799636776
646,7,1437289200000,0,0,0,0,0,0,a,a,620,9,2014,0,,,,-31.970907859841645,31.970907859841645,0,0,11.062427572494926,-11.062427572494926,3316.1594145463314,-3316.1594145463314
654,7,1437289200000,0,0,0,0,0,0,c,a,6930,9,2006,0,,,,-194.2568221335996,194.2568221335996,0,0,19.602182916885795,-19.602182916885795,3348.726640736568,-3348.726640736568
656,7,1437289200000,0,0,0,0,0,0,d,a,410,4,2009,1,13,2010,"Jan,Apr,Jul,Oct",-156.38228313277432,156.38228313277432,0,0,-19.650582023376046,19.650582023376046,3265.919281012175,-3265.919281012175
662,7,1437289200000,0,0,0,0,0,0,d,a,1070,,,0,,,,-96.61503617937524,96.61503617937524,0,0,57.11528604436535,-57.11528604436535,3362.6186999880592,-3362.6186999880592
665,7,1437289200000,0,0,0,0,0,0,a,a,90,12,2012,1,14,2011,"Jan,Apr,Jul,Oct",142.62996189473233,-142.62996189473233,0,0,-6.1318971593318565,6.1318971593318565,3184.4698243095772,-3184.4698243095772
667,7,1437289200000,0,0,0,0,0,0,d,c,2870,9,2012,0,,,,20.033292748128588,-20.033292748128588,0,0,69.96405666280407,-69.96405666280407,3485.977767511009,-3485.977767511009
670,7,1437289200000,0,0,0,0,0,0,a,a,2060,,,1,45,2009,"Feb,May,Aug,Nov",56.1157036000277,-56.1157036000277,0,0,55.82377367425579,-55.82377367425579,3284.50817696561,-3284.50817696561
675,7,1437289200000,0,0,0,0,0,0,a,a,2100,8,2013,1,14,2011,"Jan,Apr,Jul,Oct",62.609166421722875,-62.609166421722875,0,0,76.07744210172314,-76.07744210172314,3208.3913595450867,-3208.3913595450867
676,7,1437289200000,13865,2378,1,0,0,0,b,b,1410,9,2008,0,,,,10650.997763471278,3214.0022365287223,11781.813515625,2083.186484375001,10832.590066454894,3032.4099335451065,8277.78612429669,5587.21387570331
677,7,1437289200000,0,0,0,0,0,0,d,a,1740,6,2014,1,45,2009,"Feb,May,Aug,Nov",132.7905136653335,-132.7905136653335,0,0,50.10898333001751,-50.10898333001751,3334.3941127515573,-3334.3941127515573
682,7,1437289200000,8590,1327,1,0,0,0,b,a,150,9,2006,0,,,,7854.28017497104,735.7198250289603,8274.51888671875,315.48111328125015,7963.527074239737,626.472925760263,6610.643818195502,1979.3561818044982
683,7,1437289200000,0,0,0,0,0,0,a,a,2850,7,2014,0,,,,23.624007961125244,-23.624007961125244,0,0,62.83007638860363,-62.83007638860363,3330.9760244793724,-3330.9760244793724
690,7,1437289200000,0,0,0,0,0,0,a,a,100,,,0,,,,-132.33310972094114,132.33310972094114,0,0,-1.2900204141078575,1.2900204141078575,3317.814855877601,-3317.814855877601
699,7,1437289200000,0,0,0,0,0,0,a,a,180,,,1,5,2013,"Jan,Apr,Jul,Oct",-76.65191252695695,76.65191252695695,0,0,10.945341400391044,-10.945341400391044,3165.509216456936,-3165.509216456936
701,7,1437289200000,0,0,0,0,0,0,d,a,1450,3,2012,1,14,2011,"Jan,Apr,Jul,Oct",-89.56135277256635,89.56135277256635,0,0,70.36265175748485,-70.36265175748485,3268.777622695343,-3268.777622695343
702,7,1437289200000,0,0,0,0,0,0,a,a,8550,9,2001,1,45,2009,"Feb,May,Aug,Nov",-7.805477312892435,7.805477312892435,0,0,82.1819865624966,-82.1819865624966,3290.1292016099906,-3290.1292016099906
704,7,1437289200000,0,0,0,0,0,0,d,c,1910,4,2009,0,,,,-31.119788326914204,31.119788326914204,0,0,75.62775457609314,-75.62775457609314,3502.271466415201,-3502.271466415201
705,7,1437289200000,0,0,0,0,0,0,a,a,4140,9,2012,1,18,2011,"Feb,May,Aug,Nov",11.34924310801307,-11.34924310801307,0,0,57.98819964337963,-57.98819964337963,3207.597041122557,-3207.597041122557
708,7,1437289200000,0,0,0,0,0,0,c,c,11470,10,2009,1,18,2014,"Jan,Apr,Jul,Oct",-27.684814527309754,27.684814527309754,0,0,247.7987047504248,-247.7987047504248,3350.8905886212306,-3350.8905886212306
711,7,1437289200000,0,0,0,0,0,0,d,a,17110,3,2007,1,5,2010,"Jan,Apr,Jul,Oct",313.7921448755751,-313.7921448755751,0,0,96.40717350650448,-96.40717350650448,3299.421364599373,-3299.421364599373
713,7,1437289200000,0,0,0,0,0,0,a,c,220,,,1,10,2014,"Jan,Apr,Jul,Oct",-73.12927188604044,73.12927188604044,0,0,96.22734456468243,-96.22734456468243,3291.554799393576,-3291.554799393576
718,7,1437289200000,0,0,0,0,0,0,a,a,1100,6,2015,0,,,,55.26984815358719,-55.26984815358719,0,0,57.11528604436535,-57.11528604436535,3330.456534880679,-3330.456534880679
721,7,1437289200000,0,0,0,0,0,0,a,c,3590,9,2012,1,22,2012,"Mar,Jun,Sept,Dec",102.7920550847357,-102.7920550847357,0,0,70.97606056142467,-70.97606056142467,3324.647907280072,-3324.647907280072
722,7,1437289200000,0,0,0,0,0,0,a,a,50,,,0,,,,-130.1555464961384,130.1555464961384,0,0,-1.2900204141078575,1.2900204141078575,3317.272861069243,-3317.272861069243
723,7,1437289200000,0,0,0,0,0,0,d,c,5650,9,2008,1,5,2013,"Feb,May,Aug,Nov",130.86486769891508,-130.86486769891508,0,0,130.26304853666443,-130.26304853666443,3327.8177328118763,-3327.8177328118763
740,7,1437289200000,0,0,0,0,0,0,d,a,6400,3,2014,0,,,,96.80740245670131,-96.80740245670131,0,0,62.83007638860363,-62.83007638860363,3399.734965797543,-3399.734965797543
741,7,1437289200000,0,0,0,0,0,0,d,c,11900,,,0,,,,49.454296400804196,-49.454296400804196,0,0,167.42494951892513,-167.42494951892513,3516.8620266901853,-3516.8620266901853
745,7,1437289200000,0,0,0,0,0,0,a,a,17650,11,2013,1,37,2009,"Jan,Apr,Jul,Oct",385.51436846680826,-385.51436846680826,0,0,107.13073240924496,-107.13073240924496,3308.7810318521224,-3308.7810318521224
748,7,1437289200000,0,0,0,0,0,0,d,a,2380,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",-93.7800989889638,93.7800989889638,0,0,76.07744210172314,-76.07744210172314,3269.4957207505067,-3269.4957207505067
757,7,1437289200000,0,0,0,0,0,0,a,c,3450,,,0,,,,-6.642660742335465,6.642660742335465,0,0,69.96405666280407,-69.96405666280407,3450.154146723333,-3450.154146723333
765,7,1437289200000,0,0,0,0,0,0,a,c,25430,5,1999,1,37,2009,"Jan,Apr,Jul,Oct",588.7534986608016,-588.7534986608016,0,0,178.75206906307358,-178.75206906307358,3470.7468871359597,-3470.7468871359597
767,7,1437289200000,0,0,0,0,0,0,a,c,13080,,,0,,,,144.65278276376011,-144.65278276376011,0,0,91.43480860400814,-91.43480860400814,3478.421322151815,-3478.421322151815
770,7,1437289200000,0,0,0,0,0,0,a,c,100,4,2015,0,,,,130.18535333495402,-130.18535333495402,0,0,10.646773866898002,-10.646773866898002,3458.854951526475,-3458.854951526475
779,7,1437289200000,0,0,0,0,0,0,a,a,16990,4,2004,0,,,,30.251989248811697,-30.251989248811697,0,0,46.97609936404842,-46.97609936404842,3377.3060409492464,-3377.3060409492464
786,7,1437289200000,0,0,0,0,0,0,a,a,290,11,2006,1,5,2013,"Feb,May,Aug,Nov",33.600226815379756,-33.600226815379756,0,0,-23.547366090529977,23.547366090529977,3136.208158071997,-3136.208158071997
787,7,1437289200000,0,0,0,0,0,0,c,c,3210,6,2009,0,,,,-143.6311332129153,143.6311332129153,0,0,-95.75397700857502,95.75397700857502,3474.6227721740142,-3474.6227721740142
788,7,1437289200000,0,0,0,0,0,0,a,c,1530,3,2013,0,,,,121.80044629282747,-121.80044629282747,0,0,49.11703651357311,-49.11703651357311,3465.7539721633075,-3465.7539721633075
791,7,1437289200000,0,0,0,0,0,0,a,a,5950,4,2007,0,,,,-60.689308351788895,60.689308351788895,0,0,47.69784658361095,-47.69784658361095,3346.7768895566405,-3346.7768895566405
792,7,1437289200000,0,0,0,0,0,0,d,a,17280,10,2009,1,18,2011,"Feb,May,Aug,Nov",29.34126996716259,-29.34126996716259,0,0,73.16394006419796,-73.16394006419796,3280.3461378399807,-3280.3461378399807
798,7,1437289200000,0,0,0,0,0,0,a,a,9560,4,2001,0,,,,-172.52816838609033,172.52816838609033,0,0,122.40408693957943,-122.40408693957943,3353.000988380838,-3353.000988380838
799,7,1437289200000,0,0,0,0,0,0,a,c,2700,,,0,,,,-27.051790698532386,27.051790698532386,0,0,54.83182685781139,-54.83182685781139,3447.4251526095904,-3447.4251526095904
800,7,1437289200000,0,0,0,0,0,0,d,a,2020,7,2014,0,,,,18.912846354548492,-18.912846354548492,0,0,47.69784658361095,-47.69784658361095,3368.6852575613593,-3368.6852575613593
803,7,1437289200000,0,0,0,0,0,0,d,a,1760,,,1,10,2014,"Mar,Jun,Sept,Dec",1.2668343836458007,-1.2668343836458007,0,0,128.59807734895367,-128.59807734895367,3197.96240335115,-3197.96240335115
805,7,1437289200000,0,0,0,0,0,0,d,a,24770,10,2011,1,10,2014,"Mar,Jun,Sept,Dec",403.6190826078382,-403.6190826078382,0,0,64.32433801103252,-64.32433801103252,3255.5277391937852,-3255.5277391937852
810,7,1437289200000,0,0,0,0,0,0,d,c,9640,11,2013,0,,,,192.2816015573926,-192.2816015573926,0,0,129.53806721377987,-129.53806721377987,3496.1968162430276,-3496.1968162430276
816,7,1437289200000,0,0,0,0,0,0,c,c,460,,,0,,,,-180.18862625348174,180.18862625348174,0,0,-40.566320963615,40.566320963615,3460.451337980543,-3460.451337980543
817,7,1437289200000,0,0,0,0,0,0,a,a,140,3,2006,0,,,,-143.71224141945095,143.71224141945095,0,0,3.5127935926975624,-3.5127935926975624,3332.9548628667253,-3332.9548628667253
818,7,1437289200000,0,0,0,0,0,0,d,a,490,,,1,35,2010,"Mar,Jun,Sept,Dec",145.62745390279179,-145.62745390279179,0,0,4.495247415787162,-4.495247415787162,3283.80634324305,-3283.80634324305
819,7,1437289200000,0,0,0,0,0,0,a,c,720,10,2014,0,,,,42.045639102346286,-42.045639102346286,0,0,21.153420500046195,-21.153420500046195,3433.260949272226,-3433.260949272226
824,7,1437289200000,0,0,0,0,0,0,a,a,17570,,,0,,,,123.98746474858126,-123.98746474858126,0,0,46.97609936404842,-46.97609936404842,3367.6663344602566,-3367.6663344602566
831,7,1437289200000,0,0,0,0,0,0,a,a,800,6,2007,0,,,,-144.2134489979826,144.2134489979826,0,0,41.98305623937267,-41.98305623937267,3322.402264119766,-3322.402264119766
834,7,1437289200000,0,0,0,0,0,0,a,a,3470,3,2012,0,,,,108.29753035831891,-108.29753035831891,0,0,47.69784658361095,-47.69784658361095,3346.8948394953622,-3346.8948394953622
837,7,1437289200000,0,0,0,0,0,0,a,c,14600,4,2015,0,,,,326.5304215309143,-326.5304215309143,0,0,66.55111395526546,-66.55111395526546,3500.7766557104187,-3500.7766557104187
839,7,1437289200000,0,0,0,0,0,0,c,a,240,1,2015,0,,,,-37.05525322437461,37.05525322437461,0,0,-66.62276799272877,66.62276799272877,3368.0150378629914,-3368.0150378629914
842,7,1437289200000,0,0,0,0,0,0,d,c,1200,11,2007,0,,,,79.08821599930434,-79.08821599930434,0,0,42.3428062717976,-42.3428062717976,3466.5876859462587,-3466.5876859462587
844,7,1437289200000,0,0,0,0,0,0,a,a,2030,9,2012,1,18,2011,"Feb,May,Aug,Nov",88.22870536268329,-88.22870536268329,0,0,57.98819964337963,-57.98819964337963,3199.662495354336,-3199.662495354336
845,7,1437289200000,0,0,0,0,0,0,d,a,7860,11,2005,1,14,2011,"Jan,Apr,Jul,Oct",-63.96724672137316,63.96724672137316,0,0,102.43565498996395,-102.43565498996395,3246.0509984119853,-3246.0509984119853
847,7,1437289200000,0,0,0,0,0,0,c,c,190,,,1,31,2013,"Feb,May,Aug,Nov",-201.01895650132974,201.01895650132974,0,0,70.26295988965649,-70.26295988965649,3354.861541014776,-3354.861541014776
856,7,1437289200000,0,0,0,0,0,0,a,a,3020,2,2010,0,,,,69.98781275094098,-69.98781275094098,0,0,28.745829753166618,-28.745829753166618,3348.202053674846,-3348.202053674846
863,7,1437289200000,2985,362,1,0,0,0,a,c,21370,11,2010,0,,,,3445.7467778800633,-460.7467778800633,3526.140732421875,-541.1407324218749,3540.059096686131,-555.0590966861309,5287.701493509201,-2302.701493509201
864,7,1437289200000,0,0,0,0,0,0,a,a,1020,10,2012,1,45,2009,"Feb,May,Aug,Nov",392.0310373017319,-392.0310373017319,0,0,32.019740871674,-32.019740871674,3269.5255304697785,-3269.5255304697785
865,7,1437289200000,0,0,0,0,0,0,d,c,2640,,,0,,,,-7.422193115101436,7.422193115101436,0,0,90.0489556114735,-90.0489556114735,3488.0333203623595,-3488.0333203623595
878,7,1437289200000,0,0,0,0,0,0,d,c,1100,12,2014,0,,,,101.46138151607829,-101.46138151607829,0,0,46.989936522728385,-46.989936522728385,3466.5540855050494,-3466.5540855050494
879,7,1437289200000,0,0,0,0,0,0,d,a,,,,1,5,2013,"Feb,May,Aug,Nov",24.173149606950574,-24.173149606950574,0,0,92.98786383081097,-92.98786383081097,3210.1062874956115,-3210.1062874956115
893,7,1437289200000,0,0,0,0,0,0,a,a,130,,,1,1,2013,"Jan,Apr,Jul,Oct",7.564675604141485,-7.564675604141485,0,0,10.945341400391044,-10.945341400391044,3153.990304486855,-3153.990304486855
901,7,1437289200000,0,0,0,0,0,0,a,c,3170,4,2014,0,,,,203.80608051801846,-203.80608051801846,0,0,90.0489556114735,-90.0489556114735,3465.568306913541,-3465.568306913541
902,7,1437289200000,0,0,0,0,0,0,a,a,310,5,2015,1,40,2014,"Jan,Apr,Jul,Oct",27.74467436415125,-27.74467436415125,0,0,117.8464329760136,-117.8464329760136,3247.9332955085265,-3247.9332955085265
905,7,1437289200000,0,0,0,0,0,0,a,a,90,6,2014,0,,,,12.596291934646615,-12.596291934646615,0,0,38.72992234635967,-38.72992234635967,3324.4509934842354,-3324.4509934842354
909,7,1437289200000,0,0,0,0,0,0,a,c,1680,,,1,45,2009,"Feb,May,Aug,Nov",371.32436395458353,-371.32436395458353,0,0,160.2129121344151,-160.2129121344151,3403.730033489992,-3403.730033489992
916,7,1437289200000,0,0,0,0,0,0,a,a,90,11,2012,0,,,,-34.815575700418776,34.815575700418776,0,0,-36.638592668288766,36.638592668288766,3301.1249318330083,-3301.1249318330083
920,7,1437289200000,0,0,0,0,0,0,a,a,850,2,2012,1,40,2014,"Jan,Apr,Jul,Oct",60.183218835216394,-60.183218835216394,0,0,211.19877272058147,-211.19877272058147,3260.184950485331,-3260.184950485331
924,7,1437289200000,0,0,0,0,0,0,a,a,6420,4,2011,1,1,2012,"Jan,Apr,Jul,Oct",162.53303403341943,-162.53303403341943,0,0,76.07744210172314,-76.07744210172314,3196.4139772164635,-3196.4139772164635
930,7,1437289200000,0,0,0,0,0,0,a,a,70,,,0,,,,-101.32880090355957,101.32880090355957,0,0,18.794878534561576,-18.794878534561576,3314.7669993920135,-3314.7669993920135
931,7,1437289200000,3264,398,1,0,0,0,a,c,1480,9,2011,1,1,2012,"Jan,Apr,Jul,Oct",4027.8990126422973,-763.8990126422973,4712.35,-1448.3500000000004,3666.857879332787,-402.857879332787,5139.401033809612,-1875.4010338096123
934,7,1437289200000,0,0,0,0,0,0,a,c,5460,,,1,14,2011,"Jan,Apr,Jul,Oct",136.29164677060544,-136.29164677060544,0,0,82.03730457234997,-82.03730457234997,3338.4964220442926,-3338.4964220442926
935,7,1437289200000,0,0,0,0,0,0,a,c,22350,6,2010,0,,,,312.5964744957464,-312.5964744957464,0,0,89.32720839191097,-89.32720839191097,3510.1074295111175,-3510.1074295111175
938,7,1437289200000,0,0,0,0,0,0,a,a,2820,9,2009,0,,,,-73.13866609779325,73.13866609779325,0,0,64.82573287892956,-64.82573287892956,3315.4344039484276,-3315.4344039484276
939,7,1437289200000,0,0,0,0,0,0,d,a,1340,,,0,,,,-85.49139986693444,85.49139986693444,0,0,77.20018499303478,-77.20018499303478,3359.999039488088,-3359.999039488088
942,7,1437289200000,0,0,0,0,0,0,d,c,6860,,,1,18,2011,"Jan,Apr,Jul,Oct",93.29309161915535,-93.29309161915535,0,0,92.13474767614025,-92.13474767614025,3393.103363473958,-3393.103363473958
949,7,1437289200000,0,0,0,0,0,0,a,a,870,3,2006,0,,,,-93.90428430909196,93.90428430909196,0,0,77.20018499303478,-77.20018499303478,3333.479320254526,-3333.479320254526
951,7,1437289200000,0,0,0,0,0,0,d,c,710,,,1,40,2011,"Jan,Apr,Jul,Oct",-44.899297396896145,44.899297396896145,0,0,72.30312591004986,-72.30312591004986,3424.247615940607,-3424.247615940607
956,7,1437289200000,0,0,0,0,0,0,a,a,2330,10,2014,1,18,2011,"Feb,May,Aug,Nov",255.40987488562405,-255.40987488562405,0,0,57.98819964337963,-57.98819964337963,3196.2607230865397,-3196.2607230865397
961,7,1437289200000,0,0,0,0,0,0,d,c,9430,,,0,,,,81.32688370832693,-81.32688370832693,0,0,164.75519596744198,-164.75519596744198,3506.8673526509374,-3506.8673526509374
971,7,1437289200000,0,0,0,0,0,0,c,a,1140,5,2011,1,14,2012,"Mar,Jun,Sept,Dec",-209.5188256919746,209.5188256919746,0,0,27.028644136673392,-27.028644136673392,3209.609028369945,-3209.609028369945
976,7,1437289200000,0,0,0,0,0,0,a,a,4180,,,0,,,,-61.85456189605975,61.85456189605975,0,0,82.91497533727306,-82.91497533727306,3326.3165896928112,-3326.3165896928112
977,7,1437289200000,0,0,0,0,0,0,a,a,520,9,2005,1,13,2010,"Jan,Apr,Jul,Oct",180.42750540323686,-180.42750540323686,0,0,-2.6298684556422813,2.6298684556422813,3196.0519345071516,-3196.0519345071516
984,7,1437289200000,0,0,0,0,0,0,c,a,440,,,1,1,2013,"Jan,Apr,Jul,Oct",-170.37768437967952,170.37768437967952,0,0,6.339301369673194,-6.339301369673194,3173.6217337873823,-3173.6217337873823
990,7,1437289200000,0,0,0,0,0,0,d,a,20930,,,0,,,,173.18913147638887,-173.18913147638887,0,0,149.0968888919415,-149.0968888919415,3417.1240155221894,-3417.1240155221894
991,7,1437289200000,0,0,0,0,0,0,a,a,1010,,,0,,,,-72.22821055697204,72.22821055697204,0,0,144.10384576726574,-144.10384576726574,3316.786056810728,-3316.786056810728
1002,7,1437289200000,0,0,0,0,0,0,d,c,1130,11,2008,0,,,,131.60510600457292,-131.60510600457292,0,0,51.3839964191975,-51.3839964191975,3465.1304303989164,-3465.1304303989164
1007,7,1437289200000,0,0,0,0,0,0,c,c,4180,9,2012,0,,,,5.435744854785298,-5.435744854785298,0,0,65.98115163255352,-65.98115163255352,3463.8880414659798,-3463.8880414659798
1013,7,1437289200000,0,0,0,0,0,0,a,a,630,2,2015,1,31,2013,"Feb,May,Aug,Nov",-33.14257493243349,33.14257493243349,0,0,49.10702600289005,-49.10702600289005,3238.418807349197,-3238.418807349197
1014,7,1437289200000,0,0,0,0,0,0,a,c,210,,,1,31,2013,"Jan,Apr,Jul,Oct",-85.07091666939323,85.07091666939323,0,0,43.57721485901493,-43.57721485901493,3343.368197359174,-3343.368197359174
1017,7,1437289200000,0,0,0,0,0,0,c,a,110,11,2008,0,,,,-145.7970251011293,145.7970251011293,0,0,-49.981836297029076,49.981836297029076,3316.889873856824,-3316.889873856824
1019,7,1437289200000,0,0,0,0,0,0,d,c,2740,7,2014,1,13,2010,"Jan,Apr,Jul,Oct",296.0970831831137,-296.0970831831137,0,0,186.18137090612072,-186.18137090612072,3382.1640271703945,-3382.1640271703945
1021,7,1437289200000,0,0,0,0,0,0,a,a,1080,5,2011,0,,,,24.546284524642942,-24.546284524642942,0,0,88.36847513127941,-88.36847513127941,3328.12235521659,-3328.12235521659
1024,7,1437289200000,0,0,0,0,0,0,c,c,1990,1,2012,0,,,,18.222442404630783,-18.222442404630783,0,0,47.02913480210918,-47.02913480210918,3492.0161117302196,-3492.0161117302196
1026,7,1437289200000,0,0,0,0,0,0,c,a,450,6,2011,1,48,2012,"Mar,Jun,Sept,Dec",-56.2513333199704,56.2513333199704,0,0,42.62956183362621,-42.62956183362621,3278.871524235088,-3278.871524235088
1028,7,1437289200000,0,0,0,0,0,0,a,a,150,,,1,31,2013,"Jan,Apr,Jul,Oct",-86.81623099682747,86.81623099682747,0,0,37.6173523883881,-37.6173523883881,3219.7294498569972,-3219.7294498569972
1029,7,1437289200000,0,0,0,0,0,0,a,a,1590,3,2006,0,,,,-67.84413703771224,67.84413703771224,0,0,88.36847513127941,-88.36847513127941,3334.615502415574,-3334.615502415574
1036,7,1437289200000,0,0,0,0,0,0,d,c,9560,,,1,36,2013,"Jan,Apr,Jul,Oct",-152.18437518124756,152.18437518124756,0,0,155.73154102969784,-155.73154102969784,3423.4849620145687,-3423.4849620145687
1039,7,1437289200000,0,0,0,0,0,0,a,c,70,6,1990,1,22,2012,"Mar,Jun,Sept,Dec",-451.3250906594103,451.3250906594103,0,0,77.94197740364689,-77.94197740364689,3307.511842405249,-3307.511842405249
1047,7,1437289200000,0,0,0,0,0,0,a,a,3750,,,1,45,2009,"Feb,May,Aug,Nov",298.93446095498257,-298.93446095498257,0,0,55.82377367425579,-55.82377367425579,3284.8417713558592,-3284.8417713558592
1051,7,1437289200000,0,0,0,0,0,0,c,a,200,7,1998,1,1,2012,"Jan,Apr,Jul,Oct",-166.821201241155,166.821201241155,0,0,43.644344351774635,-43.644344351774635,3173.915705949359,-3173.915705949359
1056,7,1437289200000,0,0,0,0,0,0,d,c,5350,,,1,40,2012,"Jan,Apr,Jul,Oct",-41.02468803379088,41.02468803379088,0,0,61.78363614488262,-61.78363614488262,3428.2191132158914,-3428.2191132158914
1058,7,1437289200000,0,0,0,0,0,0,a,c,180,,,1,35,2010,"Mar,Jun,Sept,Dec",361.5611393596,-361.5611393596,0,0,168.92523016739506,-168.92523016739506,3361.623343953368,-3361.623343953368
1061,7,1437289200000,0,0,0,0,0,0,d,c,8110,,,0,,,,106.12542541631683,-106.12542541631683,0,0,175.9234861056866,-175.9234861056866,3501.7427335072425,-3501.7427335072425
1064,7,1437289200000,0,0,0,0,0,0,a,c,420,,,0,,,,18.785503590023836,-18.785503590023836,0,0,83.67465367127079,-83.67465367127079,3437.435733255901,-3437.435733255901
1065,7,1437289200000,0,0,0,0,0,0,a,a,1290,,,1,35,2011,"Mar,Jun,Sept,Dec",202.49717297540337,-202.49717297540337,0,0,89.38047902990002,-89.38047902990002,3233.107144587266,-3233.107144587266
1070,7,1437289200000,0,0,0,0,0,0,c,c,400,10,2008,0,,,,-120.50150251541618,120.50150251541618,0,0,25.716878674513282,-25.716878674513282,3444.7297840104147,-3444.7297840104147
1075,7,1437289200000,0,0,0,0,0,0,a,c,1410,10,2013,0,,,,150.60567656054627,-150.60567656054627,0,0,95.50245540547985,-95.50245540547985,3431.416396406712,-3431.416396406712
1078,7,1437289200000,0,0,0,0,0,0,d,c,670,,,1,40,2011,"Jan,Apr,Jul,Oct",2.2657948955720713,-2.2657948955720713,0,0,143.75295834947246,-143.75295834947246,3422.5636682664626,-3422.5636682664626
1082,7,1437289200000,0,0,0,0,0,0,c,a,440,4,2002,0,,,,-302.0110851144027,302.0110851144027,0,0,24.33258607197422,-24.33258607197422,3343.1737534995773,-3343.1737534995773
1083,7,1437289200000,0,0,0,0,0,0,d,c,11540,,,1,5,2013,"Feb,May,Aug,Nov",324.0056772640455,-324.0056772640455,0,0,193.6596921603741,-193.6596921603741,3348.8064538611507,-3348.8064538611507
1084,7,1437289200000,0,0,0,0,0,0,a,a,190,,,1,13,2010,"Jan,Apr,Jul,Oct",262.98539570508547,-262.98539570508547,0,0,37.20322909165043,-37.20322909165043,3203.9891717096034,-3203.9891717096034
